Sujet,Session,Trial,ErreurQ1,ErreurQ2,ErreurQ3,ErreurQ4,Difficulte,Groupe,DateHeure
F7J1X4,Posttest,22,0,0,0,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,23,0,0,0,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,24,0,0,1,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,25,0,0,0,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,26,0,0,0,0,Difficile,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,27,0,0,0,0,Facile,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,28,0,0,0,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,29,0,0,0,0,Difficile,Entraine,2024-11-28_17-52-30
F7J1X4,Posttest,30,0,0,0,0,Moyen,Entraine,2024-11-28_17-52-30
F7J1X4,Retention,1,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,2,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,3,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,4,0,0,0,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,5,0,0,0,1,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,6,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,7,0,0,2,3,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,8,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,9,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,10,0,0,2,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,11,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,12,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,13,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,14,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,15,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,16,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,17,0,0,0,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,18,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,19,0,0,0,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,20,0,1,0,1,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,21,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,22,3,1,1,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,23,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,24,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,25,0,0,0,0,Difficile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,26,0,0,0,0,Moyen,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,27,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,28,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,29,0,0,0,0,Facile,Entraine,2024-11-29_13-54-42
F7J1X4,Retention,30,0,1,0,1,Difficile,Entraine,2024-11-29_13-54-42
M3K8V6,Pretest,1,1,1,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,2,0,1,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,3,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,4,0,0,2,2,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,5,0,0,0,4,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,6,0,2,1,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,7,0,3,0,4,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,8,0,1,2,3,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,9,1,0,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,10,0,1,0,3,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,11,0,1,2,0,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,12,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,13,0,0,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,14,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,15,2,3,3,3,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,16,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,17,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,18,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,19,1,1,2,1,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,20,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,21,0,2,1,2,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,22,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,23,0,0,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,24,0,0,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,25,0,0,0,0,Facile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,26,0,0,0,3,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,27,4,4,0,3,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,28,0,0,1,1,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,29,0,0,0,0,Moyen,Entraine,2024-11-29_14-19-49
M3K8V6,Pretest,30,2,1,0,3,Difficile,Entraine,2024-11-29_14-19-49
M3K8V6,Posttest,1,0,0,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,2,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,3,0,0,1,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,4,0,2,0,0,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,5,0,0,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,6,0,0,2,2,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,7,1,1,3,1,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,8,0,1,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,9,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,10,4,2,0,6,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,11,1,1,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,12,2,0,0,0,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,13,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,14,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,15,0,3,0,4,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,16,0,2,1,1,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,17,1,0,1,1,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,18,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,19,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,20,0,1,0,2,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,21,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,22,0,0,0,1,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,23,2,4,3,0,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,24,0,1,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,25,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,26,1,2,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,27,0,0,0,0,Facile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,28,0,0,2,3,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,29,0,1,0,0,Moyen,Entraine,2024-11-29_14-42-39
M3K8V6,Posttest,30,0,0,0,1,Difficile,Entraine,2024-11-29_14-42-39
M3K8V6,Retention,1,0,0,1,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,2,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,3,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,4,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,5,0,1,0,0,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,6,1,2,1,0,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,7,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,8,0,0,1,1,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,9,1,3,3,3,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,10,0,0,1,1,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,11,1,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,12,0,0,0,0,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,13,1,0,0,3,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,14,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,15,0,0,0,0,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,16,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,17,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,18,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,19,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,20,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,21,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,22,0,2,3,2,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,23,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,24,1,1,1,1,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,25,0,2,0,0,Difficile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,26,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,27,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,28,0,0,0,0,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,29,2,0,0,1,Moyen,Entraine,2024-12-03_14-10-40
M3K8V6,Retention,30,0,0,0,0,Facile,Entraine,2024-12-03_14-10-40
Q6N3P9,Pretest,1,0,0,0,0,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,2,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,3,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,4,0,1,1,2,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,5,0,0,5,1,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,6,4,1,0,1,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,7,0,0,2,5,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,8,0,0,0,0,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,9,1,0,0,3,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,10,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,11,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,12,0,0,0,1,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,13,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,14,0,0,0,0,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,15,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,16,0,0,0,0,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,17,0,0,2,0,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,18,1,0,2,2,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,19,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,20,0,0,1,2,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,21,0,0,0,1,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,22,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,23,0,0,1,5,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,24,0,1,0,5,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,25,0,0,0,3,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,26,0,0,0,0,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,27,3,2,2,2,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,28,0,0,0,0,Facile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,29,1,2,1,2,Difficile,Entraine,2024-11-28_18-09-04
Q6N3P9,Pretest,30,0,0,0,1,Moyen,Entraine,2024-11-28_18-09-04
Q6N3P9,Posttest,1,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,2,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,3,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,4,0,2,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,5,1,0,1,0,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,6,0,0,0,2,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,7,0,0,0,3,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,8,0,0,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,9,0,0,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,10,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,11,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,12,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,13,0,0,1,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,14,0,1,2,1,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,15,0,1,0,2,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,16,0,1,0,1,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,17,0,0,0,2,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,18,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,19,0,1,0,0,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,20,0,0,1,1,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,21,0,0,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,22,0,1,2,2,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,23,2,0,1,6,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,24,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,25,0,0,0,0,Facile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,26,1,1,0,5,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,27,0,0,2,0,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,28,0,0,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,29,0,0,0,0,Moyen,Entraine,2024-11-28_18-37-43
Q6N3P9,Posttest,30,0,0,0,2,Difficile,Entraine,2024-11-28_18-37-43
Q6N3P9,Retention,1,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,2,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,3,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,4,0,1,0,1,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,5,0,0,1,1,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,6,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,7,0,0,0,2,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,8,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,9,0,0,1,4,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,10,0,0,3,2,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,11,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,12,0,0,0,4,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,13,0,0,0,2,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,14,0,0,1,1,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,15,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,16,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,17,0,0,0,4,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,18,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,19,0,0,0,1,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,20,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,21,0,1,5,0,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,22,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,23,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,24,0,1,0,4,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,25,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,26,0,0,0,0,Moyen,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,27,0,0,0,1,Difficile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,28,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,29,0,0,0,0,Facile,Entraine,2024-11-29_14-10-33
Q6N3P9,Retention,30,0,0,1,2,Difficile,Entraine,2024-11-29_14-10-33
R9T2L5,Pretest,1,0,2,0,0,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,2,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,3,1,0,0,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,4,2,0,3,3,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,5,5,0,2,2,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,6,0,0,1,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,7,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,8,1,2,2,2,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,9,1,0,0,1,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,10,0,0,1,3,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,11,0,1,0,4,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,12,0,0,0,1,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,13,0,0,0,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,14,1,0,1,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,15,1,0,0,0,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,16,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,17,0,1,1,1,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,18,0,0,1,0,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,19,0,0,0,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,20,0,0,1,1,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,21,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,22,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,23,1,0,1,0,Moyen,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,24,0,1,1,0,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,25,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,26,0,1,1,1,Difficile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,27,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,28,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,29,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Pretest,30,0,0,0,0,Facile,Entraine,2024-11-28_16-36-14
R9T2L5,Posttest,1,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,2,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,3,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,4,1,0,1,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,5,2,0,1,1,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,6,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,7,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,8,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,9,3,1,1,2,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,10,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,11,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,12,0,1,1,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,13,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,14,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,15,1,1,0,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,16,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,17,0,0,0,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,18,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,19,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,20,0,0,1,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,21,0,0,0,1,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,22,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,23,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,24,1,0,0,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,25,1,1,1,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,26,0,0,0,0,Facile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,27,0,0,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,28,0,0,0,1,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,29,0,1,0,0,Moyen,Entraine,2024-11-28_17-08-59
R9T2L5,Posttest,30,0,0,0,0,Difficile,Entraine,2024-11-28_17-08-59
R9T2L5,Retention,1,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,2,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,3,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,4,0,1,0,0,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,5,1,1,1,2,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,6,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,7,1,0,1,0,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,8,0,0,0,0,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,9,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,10,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,11,0,0,0,1,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,12,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,13,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,14,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,15,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,16,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,17,0,0,0,1,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,18,3,0,0,1,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,19,0,0,1,2,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,20,0,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,21,0,0,1,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,22,0,0,1,0,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,23,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,24,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,25,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,26,1,0,0,0,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,27,0,0,0,0,Facile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,28,0,1,1,1,Difficile,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,29,0,0,1,1,Moyen,Entraine,2024-11-29_14-03-30
R9T2L5,Retention,30,1,0,1,1,Moyen,Entraine,2024-11-29_14-03-30
